"﻿縣市別","村里","納稅單位(戶)","合計","營利所得","執行業務所得","薪資所得","利息所得","租賃及權利金","財產交易所得","機會中獎所得","股利所得","退職所得","其他所得","稿費所得","申報大於歸戶","薪資收入","稿費收入"
"新北市汐止區","秀山里","1697","1712678","15737","51151","1216822","43434","37397","13708","2567","291535","976","26025","2478","10850","1608876","6728"
"新北市汐止區","建成里","1950","1723630","20659","31916","1372472","42828","18579","4258","2789","190189","3110","28216","974","7641","1858119","3661"
"新北市汐止區","城中里","1674","1505867","14150","39544","1198176","35491","17174","3105","2646","146284","2022","32305","3826","11141","1604243","8401"
"新北市汐止區","湖蓮里","1136","1472169","9061","22922","1070763","45318","28031","9189","1904","235865","12210","24094","642","12169","1321939","4132"
"新北市汐止區","保新里","1039","628025","6477","12135","519752","14988","6787","1065","1285","53864","0","10350","384","936","761908","1415"
"新北市汐止區","其他","16","11502","0","68","7651","321","2","327","14","2476","0","644","0","0","11758","0"
"新北市汐止區","合計","71569","62956564","809620","1350227","47309257","1658370","1286686","189691","105216","8329710","117561","1332780","46211","421235","64142540","156800"
"新北市三芝區","八賢里","73","25632","576","1001","18587","1104","165","5","53","3978","0","164","0","0","33736","0"
"新北市三芝區","埔頭里","1519","712499","27842","14970","552428","24058","11304","255","1807","69172","201","9524","11","926","886760","606"
"新北市三芝區","古庄里","314","173452","5725","5072","122313","7058","2787","371","463","23559","0","5990","32","83","188137","701"
"新北市三芝區","新庄里","178","94575","3779","2264","63047","3048","4524","553","239","16569","136","329","0","88","98665","57"
"新北市三芝區","埔坪里","1805","879226","34201","15099","674777","26589","15244","3069","1432","93546","0","11492","335","3441","1066845","1365"
"新北市三芝區","茂長里","168","91232","1928","4597","63896","3558","2020","532","77","11567","0","2095","87","875","97033","701"
"新北市三芝區","橫山里","107","52229","2169","327","40775","2245","1728","78","43","4386","0","286","0","193","63506","8"
"新北市三芝區","錫板里","165","103659","3889","2318","59585","3986","1395","299","126","30716","0","1271","0","75","95410","219"
"新北市三芝區","後厝里","645","480971","8103","21174","290530","23085","15843","1093","451","104128","1779","5349","2164","7273","406023","4544"
"新北市三芝區","福德里","225","164655","6970","2482","117064","5822","3999","130","174","23448","0","1738","194","2635","164021","1118"
"新北市三芝區","圓山里","119","62521","4138","388","38371","3370","2382","154","144","12001","0","870","0","703","62086","82"
"新北市三芝區","店子里","139","76117","1693","3044","53819","3153","1559","72","118","12143","0","507","0","8","83098","0"
"新北市三芝區","興華里","350","237344","9215","5752","142858","9002","10204","1004","239","55010","167","2503","1094","295","216187","2665"
"新北市三芝區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市三芝區","合計","5807","3154111","110229","78487","2238050","116079","73153","7615","5364","460223","2283","42115","3917","16596","3461509","12066"
"新北市石門區","德茂里","267","143606","10620","4369","100441","6055","4053","127","188","16368","0","1107","0","277","154210","11"
"新北市石門區","富基里","329","182156","4996","1957","127819","4435","7173","0","272","33810","0","1680","0","14","198926","89"
"新北市石門區","老梅里","516","309486","18093","4825","220114","9445","4933","34","732","46799","0","4238","92","181","330322","342"
"新北市石門區","山溪里","217","119914","3712","4379","78978","5818","1421","98","233","24099","0","807","0","368","126387","47"
"新北市石門區","石門里","445","280036","8024","13666","194972","6675","5999","663","546","46029","147","3264","0","50","293557","174"
"新北市石門區","尖鹿里","407","229545","6135","6982","176304","5122","4759","1237","425","25788","0","2672","0","120","272334","5"
"新北市石門區","乾華里","75","39038","804","937","30392","1411","829","115","115","4232","0","203","0","0","45905","0"
"新北市石門區","茂林里","171","112746","4710","2701","76150","3110","1407","36","89","16047","0","8491","0","4","115763","8"
"新北市石門區","草里里","200","99776","6569","1304","74667","2802","1795","170","203","10884","0","1097","0","286","118771","60"
"新北市石門區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市石門區","合計","2627","1516302","63662","41121","1079837","44874","32370","2479","2804","224057","147","23560","92","1300","1656175","736"
"新北市八里區","龍源里","2376","1851945","28297","58223","1287562","55625","55933","6714","3564","319515","1853","23254","662","10744","1827638","4780"
"新北市八里區","米倉里","1157","862422","19203","18718","567013","28197","28585","4315","1123","182639","945","7923","322","3440","821693","1947"
"新北市八里區","大崁里","1067","791212","30438","22357","489766","22643","39935","3281","1294","169137","10","7979","0","4373","734716","180"
"新北市八里區","埤頭里","1322","887295","20852","30517","650061","23535","24896","5680","1473","113303","1841","10719","168","4251","962903","1438"
"新北市八里區","頂罟里","690","455758","10009","6651","301348","11409","16166","594","636","101774","159","5765","130","1119","464875","583"
"新北市八里區","舊城里","2114","1200952","32051","23692","923619","31230","18599","2486","1894","133539","732","21784","852","10472","1411614","1665"
"新北市八里區","訊塘里","1569","1080262","33077","24719","746776","32099","39603","3950","1399","152506","54","23267","126","22687","1111255","878"
"新北市八里區","荖阡里","449","327963","6769","9071","201475","12097","18623","656","297","46396","0","19149","0","13429","307648","138"
"新北市八里區","下罟里","447","262943","10102","2522","178665","10163","10233","703","432","43375","0","6400","0","348","280817","29"
"新北市八里區","長坑里","423","270394","10631","2396","173834","8592","15583","242","650","54237","0","3978","0","251","269332","49"
"新北市八里區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市八里區","合計","11614","7991147","201429","198866","5520119","235591","268156","28622","12762","1316420","5593","130217","2259","71112","8192491","11687"
"新北市永和區","下溪里","1531","1645736","22727","30770","1157797","51035","38215","4558","3063","233706","10487","71875","876","20626","1505033","4177"
"新北市永和區","中溪里","1670","1549641","12764","48716","1106555","70432","36537","3396","2140","236044","147","19200","879","12831","1465373","3294"
"新北市永和區","上溪里","641","575885","3532","9873","401752","24889","23615","2140","1664","98135","3","7647","196","2440","530212","1982"
"新北市永和區","後溪里","716","803966","11208","14094","551650","33051","40879","1053","963","131366","1192","12096","204","6209","705001","1248"
"新北市永和區","頂溪里","827","798205","6547","18359","577950","32575","11118","1121","1945","126720","343","14757","1582","5189","755114","3859"
"新北市永和區","網溪里","361","296962","7676","7936","217451","11837","5731","317","520","40560","171","4361","273","130","292899","1170"
"新北市永和區","復興里","816","761898","9115","23507","531694","34467","17613","3101","3861","123258","861","9541","59","4820","693575","2440"
"新北市永和區","竹林里","1190","1013370","6146","18572","755754","46075","25882","2790","2282","133769","2011","13976","398","5716","1006461","2163"
"新北市永和區","中興里","1101","1378209","27028","46116","853986","62362","52188","5069","1335","296453","2064","23351","0","8256","1078423","1340"
"新北市永和區","店街里","1425","1694526","13894","39964","1044516","75398","73179","9476","2047","366960","4082","32574","916","31521","1341617","4310"
"新北市永和區","潭墘里","1549","1760806","8937","29688","1224012","85171","36441","5300","2747","302980","31785","25756","707","7282","1551570","3895"
"新北市永和區","水源里","1264","1146423","10556","26275","832803","53726","19011","3037","1752","176513","1738","17353","1251","2408","1105148","4039"
"新北市永和區","秀朗里","1151","946607","7519","29878","716691","34720","15523","1633","1399","120854","962","13594","666","3168","975006","2807"
"新北市永和區","大同里","326","282455","1430","5404","210457","7565","1969","1356","348","47287","329","4214","0","2096","282843","273"
"新北市永和區","永成里","234","153623","3710","2230","120265","4792","1244","1006","459","14461","1610","3451","0","395","173078","12"
"新北市永和區","福和里","1892","2405345","13712","35237","1574773","103997","64476","8035","2438","515227","8064","31492","1099","46796","1961987","5977"
"新北市永和區","豫溪里","1186","1091716","6377","25371","779764","50540","37174","3514","1868","167776","1022","14409","136","3765","1013376","1517"
"新北市永和區","上林里","1133","1178148","9681","24208","827312","48218","19444","3261","1262","222170","4107","12630","593","5263","1072851","3346"
"新北市永和區","新廍里","695","628705","4250","12759","447475","29570","12946","1603","982","108354","169","9175","223","1199","594082","1408"
"新北市永和區","和平里","1590","1509538","15018","39660","1046614","70145","53740","6383","1997","236906","2705","28552","613","7206","1374210","3038"
"新北市永和區","仁愛里","948","976625","16040","32813","610934","47403","44585","2590","1706","193323","2946","14595","166","9526","798936","2644"
"新北市永和區","前溪里","696","690457","7087","16020","441841","32488","28643","1957","866","144982","1069","11787","235","3481","580321","1341"
"新北市永和區","永興里","969","905198","9066","14703","599976","45374","26229","3083","1300","183502","47","15652","634","5632","799765","2832"
"新北市永和區","永安里","1438","1701346","8489","41584","1325299","68923","26803","1404","1944","196163","4197","17307","78","9156","1638023","2632"
"新北市永和區","雙和里","1334","1316191","15489","37862","930063","55862","39987","2486","1857","204820","4006","19459","399","3901","1220880","3404"
"新北市永和區","得和里","1470","1574811","15378","60554","1043516","69942","25801","2341","2076","286182","1386","33319","148","34168","1354165","2271"
"新北市永和區","大新里","883","929507","9445","46590","611035","42306","35251","1497","1103","158479","1","10687","508","12606","789571","2270"
"新北市永和區","桂林里","1183","1028244","5639","16002","742847","50089","17610","2317","1426","171401","26","17524","756","2606","992185","3418"
"新北市永和區","勵行里","386","326058","5533","6451","201321","12902","21826","738","383","65601","1558","3146","0","6599","275803","572"
"新北市永和區","光復里","566","526719","1749","22289","382808","26739","8658","943","1820","73031","0","5889","400","2393","502976","1571"
"新北市永和區","光明里","1021","1003960","4724","24193","687584","48351","34246","1270","1572","176002","379","20887","1267","3485","899693","4173"
"新北市永和區","信義里","963","998654","4094","15283","686254","43423","31284","2193","1697","172028","15087","18617","2199","6495","889271","4840"
"新北市永和區","正興里","771","763278","7665","21558","465872","35522","49642","1331","1191","157282","2093","13310","1189","6623","615064","3471"
"新北市永和區","忠義里","198","129015","1206","2890","99170","4391","2403","692","131","13261","0","3946","0","925","141482","15"
"新北市永和區","新生里","297","389657","3092","8286","259722","15361","3463","5777","526","61172","73","12288","6","19889","323033","298"
"新北市永和區","河堤里","1221","1426739","6974","32159","1093678","56117","15874","2996","1553","181454","3205","16269","1890","14568","1368281","5112"
"新北市永和區","民治里","905","944835","7866","15929","636019","36598","49840","1480","1258","185708","1164","6970","180","1822","825107","1410"
"新北市永和區","智光里","910","673602","8223","13500","499691","27133","17889","3367","1519","90291","424","7698","96","3770","688260","2435"
"新北市永和區","秀和里","1641","1819369","15161","33124","1209316","70798","42822","7604","2748","251522","4691","176025","562","4996","1566822","3136"
"新北市永和區","潭安里","1572","1465817","19328","35541","1055927","61972","38516","1889","3631","222929","1158","18783","576","5565","1399667","3266"
"新北市永和區","永貞里","1104","1061388","8497","30238","689645","51144","34815","5333","1190","218465","118","17275","119","4550","916998","1977"
"新北市永和區","福林里","1063","870094","10316","21040","638276","41416","20704","2411","1604","120316","1138","10810","90","1974","855411","1600"
"新北市永和區","安和里","1330","1292304","8557","37593","890949","59603","47637","4529","1546","189507","2647","30282","1059","18394","1169239","4318"
"新北市永和區","文化里","871","853292","17016","17281","618584","30686","17271","3566","781","125885","777","18210","1285","1950","805863","3823"
"新北市永和區","民權里","1472","1554858","10320","26161","1006234","60259","47139","2727","2176","377688","2048","14934","86","5086","1329459","2139"
"新北市永和區","民生里","1159","981499","12555","13339","721316","40229","19100","2838","2241","152078","140","13756","453","3453","978841","1940"
"新北市永和區","永福里","875","854966","7941","21410","623519","36179","16217","2997","1578","130313","258","13061","28","1465","812299","1044"
"新北市永和區","河濱里","1030","1020865","14498","15632","765071","41107","21732","3224","2144","138500","3497","12524","453","2483","985771","2527"
"新北市永和區","永元里","1572","1473630","13612","29744","1093649","55986","42350","2745","2319","195631","5870","24257","815","6653","1432077","3698"
"新北市永和區","秀成里","867","764978","7421","10457","539602","29987","12642","1359","1228","107193","0","52759","616","1715","727620","4043"
"新北市永和區","秀林里","1275","1384882","19274","31368","1072444","43539","18356","1320","2176","168377","4518","18611","1506","3393","1362288","4544"
"新北市永和區","秀得里","875","760322","13270","16899","572236","22456","13367","1177","1186","103601","1274","8540","69","6248","770793","1224"
"新北市永和區","民族里","1463","1557629","13208","52179","1071340","63018","42507","13211","2036","263149","612","30467","188","5714","1396989","2592"
"新北市永和區","民本里","1299","1486152","19419","34380","1091108","43225","26921","3804","1667","219805","7111","29349","153","9209","1392891","1696"
"新北市永和區","民樂里","1520","1869463","12109","57026","1317762","68046","35653","13617","2639","322712","5979","24556","709","8654","1640371","5039"
"新北市永和區","協和里","881","703349","11872","17813","486959","27109","29198","1003","873","108809","1492","15151","337","2734","669217","1431"
"新北市永和區","保平里","1549","1659795","13994","30733","1226918","67634","38404","2213","2468","238591","3894","30185","898","3862","1582535","3854"
"新北市永和區","保安里","2456","2802840","25142","55583","1979826","116298","94512","9459","3740","419510","17458","47432","1236","32645","2522542","6933"
"新北市永和區","民富里","857","723710","10623","10337","562457","27354","12174","1298","1514","84451","1589","7514","747","3651","765141","2319"
"新北市永和區","秀元里","982","825445","12392","24260","598861","35075","14204","1345","1168","117596","337","18644","122","1440","812340","1483"
"新北市永和區","永樂里","804","708329","8978","20421","506241","30796","25809","5946","1167","96174","891","9580","176","2151","671411","1992"
"新北市永和區","保順里","3779","5172883","37284","134897","3830690","152293","61884","16355","7917","810749","5363","93480","3051","18920","4741936","13246"
"新北市永和區","其他","4","1370","40","61","934","96","13","0","0","75","0","152","0","0","1141","11"
"新北市永和區","合計","69757","71595891","682411","1694800","50466766","2925793","1840903","218583","110740","11597812","184374","1355689","36155","481865","65490338","176881"
"新北市其他","其他","50","36628","7139","1184","16019","2474","1212","1615","33","5247","0","1286","0","420","22939","13"
"新北市其他","合計","50","36628","7139","1184","16019","2474","1212","1615","33","5247","0","1286","0","420","22939","13"
