"﻿縣市別","村里","納稅單位(戶)","合計","營利所得","執行業務所得","薪資所得","利息所得","租賃及權利金","財產交易所得","機會中獎所得","股利所得","退職所得","其他所得","稿費所得","申報大於歸戶","薪資收入","稿費收入"
"新北市土城區","廷寮里","1388","938089","32604","29596","672311","28693","21805","2075","1804","129544","6292","9991","121","3253","991113","1262"
"新北市土城區","清水里","2381","1535706","38870","26656","1182984","42566","20716","2440","2987","180587","0","33247","1481","3172","1743036","4386"
"新北市土城區","清化里","432","271394","4802","5983","200870","8305","15289","767","229","29541","0","4259","0","1350","296279","519"
"新北市土城區","大安里","1517","1052308","20683","11509","686463","37207","52612","1345","1354","219054","14","18534","22","3510","1025987","1651"
"新北市土城區","永寧里","2549","1794208","33845","40883","1387143","45436","33555","3297","3711","208026","561","33080","314","4357","2002248","2368"
"新北市土城區","祖田里","441","238628","4326","4019","184871","6281","4709","388","349","27601","0","4308","0","1775","285446","138"
"新北市土城區","頂埔里","1523","1292093","15033","20779","836012","34332","21478","3128","3382","334943","3","20249","1047","1707","1207610","2720"
"新北市土城區","沛陂里","1587","1233206","21904","27738","859200","28085","15689","1655","2103","255092","1781","16508","97","3355","1244083","1232"
"新北市土城區","頂新里","1035","1003636","15025","25171","800102","22653","8686","7249","1951","100945","0","14591","606","6657","1064645","2728"
"新北市土城區","長風里","691","573847","9010","10695","416958","33547","6274","901","1175","81735","4394","8198","0","958","571377","491"
"新北市土城區","頂福里","1495","977361","29583","14319","763685","26893","14257","1528","2303","107935","0","14995","233","1629","1129991","1783"
"新北市土城區","員仁里","1754","1116699","26865","14995","763094","32356","33456","2858","2163","222116","394","14326","514","3561","1159847","1572"
"新北市土城區","日新里","1357","905580","15985","21038","699968","25063","22616","1388","3084","97624","554","15781","432","2047","1009641","2004"
"新北市土城區","瑞興里","869","617664","5650","8302","477013","20171","15824","1598","826","69683","0","13814","0","4784","677800","339"
"新北市土城區","清溪里","2036","1504121","25986","44749","1125515","47347","36748","5387","2576","191639","859","20836","4","2474","1588734","1166"
"新北市土城區","清和里","1841","1095593","36491","27507","868544","22137","10876","2044","3762","105642","0","17024","143","1422","1294645","1371"
"新北市土城區","永豐里","1363","1149107","18302","17095","866538","29534","14761","2974","2065","173795","1024","20418","936","1665","1199494","2622"
"新北市土城區","日和里","2475","2328255","41156","58747","1680350","59177","50946","21371","4861","350993","5592","44318","832","9912","2266145","3701"
"新北市土城區","平和里","2116","1758617","27282","23326","1082962","36761","19061","3875","3077","543045","1831","15447","201","1750","1567408","1559"
"新北市土城區","樂利里","1566","1081894","32925","23326","823971","32593","24236","1904","1880","118933","1159","16752","426","3791","1181360","2398"
"新北市土城區","廣福里","1827","1379186","23379","41254","966705","45387","47889","4603","2437","222277","2207","17032","390","5626","1380819","1898"
"新北市土城區","學府里","1070","770269","15859","14885","576761","24805","33949","1013","1533","81992","0","9758","858","8857","827629","2734"
"新北市土城區","延壽里","1269","756806","26536","21263","562452","22127","15785","699","1723","90090","0","14881","34","1217","856480","674"
"新北市土城區","安和里","1522","966591","16840","18136","779733","22781","7617","3970","1609","98360","10","16099","0","1435","1142834","682"
"新北市土城區","青雲里","1192","951576","17984","25715","719649","26097","15387","3375","1460","111432","18","16254","696","13509","998633","2201"
"新北市土城區","員福里","1688","1093543","18117","37364","802198","42515","34214","1478","1690","125223","4850","16101","659","9134","1175396","2401"
"新北市土城區","延吉里","1095","618926","16001","13462","479822","16632","9575","1315","1188","67744","628","11096","33","1431","721220","551"
"新北市土城區","復興里","1403","1052505","19552","30742","752103","34749","20094","2259","2171","167567","1254","16867","439","4707","1075435","1568"
"新北市土城區","裕生里","1689","1303091","22997","29530","1019241","36291","25107","2926","2462","142420","372","19591","637","1517","1413833","2123"
"新北市土城區","員信里","1351","943022","14411","24463","678606","29808","21788","1175","2030","148029","0","18370","0","4342","992143","524"
"新北市土城區","延和里","2124","1544543","43019","31249","1157179","43117","36866","2369","5546","199161","114","22265","219","3439","1655195","2019"
"新北市土城區","學成里","1067","778851","7756","9453","594755","21916","12522","2425","1571","117590","1343","8317","237","966","844167","1025"
"新北市土城區","永富里","1654","1053540","25796","23562","841665","25893","11132","2526","2225","103474","1","15301","588","1375","1235587","2189"
"新北市土城區","中正里","1082","812464","14848","20296","634413","22145","10845","2493","1717","90331","0","12910","0","2467","884237","483"
"新北市土城區","學士里","1651","1527934","22187","28736","1146242","49482","18261","6035","2541","219620","6487","24720","224","3400","1544789","2355"
"新北市土城區","明德里","2333","2570401","29535","33025","1821409","71727","55930","10257","4155","423677","8841","75904","644","35298","2388824","3127"
"新北市土城區","廣興里","1171","888491","19483","26402","649372","25528","15215","3312","1690","105168","0","10746","629","30946","925142","2485"
"新北市土城區","青山里","801","508193","15038","17652","376766","14698","12305","1656","822","56969","125","10117","64","1981","560250","488"
"新北市土城區","金城里","2000","1434400","28108","29802","1145882","36813","14443","6990","2305","138874","581","21128","119","9353","1622176","1622"
"新北市土城區","延祿里","1149","702789","23285","14219","555936","16123","6703","631","1114","65915","77","16489","12","2287","832330","361"
"新北市土城區","其他","5","5053","147","369","2733","92","559","0","4","224","0","52","0","872","3561","0"
"新北市土城區","合計","72184","55101367","1054658","1195074","40887926","1546870","1080696","169681","109891","7805312","64021","936454","15151","235634","57825534","79491"
"新北市瑞芳區","龍潭里","233","165423","3145","2127","109307","6016","12864","225","141","25511","0","6084","0","3","155210","250"
"新北市瑞芳區","龍鎮里","349","202161","4128","4322","166494","7723","2345","407","189","13504","0","2249","0","800","244834","166"
"新北市瑞芳區","龍山里","392","211264","1634","4554","173492","5551","796","59","256","22259","0","1657","28","979","258102","302"
"新北市瑞芳區","龍川里","499","295458","3628","3164","235936","7237","6320","154","399","28853","0","3663","26","6079","352150","386"
"新北市瑞芳區","龍安里","163","95838","2989","992","75691","3366","304","31","205","9438","0","2822","0","0","113426","144"
"新北市瑞芳區","柑坪里","287","152519","2926","1519","131870","3503","993","2","276","10338","0","991","0","101","195927","12"
"新北市瑞芳區","爪峯里","1107","573014","11983","11340","462133","18929","4268","301","1346","51081","1621","5057","312","4642","713104","1167"
"新北市瑞芳區","基山里","90","45740","683","1558","30616","1114","2728","0","68","7832","0","148","0","994","48020","103"
"新北市瑞芳區","永慶里","85","48704","7339","2025","31473","1033","1462","7","67","4747","0","552","0","0","48211","11"
"新北市瑞芳區","崇文里","68","27067","1056","283","18273","2195","1090","0","60","3835","0","275","0","0","28945","14"
"新北市瑞芳區","福住里","24","30425","298","24","19221","1093","1246","28","6","7606","0","813","0","90","24779","68"
"新北市瑞芳區","頌德里","75","35736","1367","2034","24891","1492","1758","0","20","3046","824","304","0","0","39593","20"
"新北市瑞芳區","瓜山里","44","31536","259","1212","18648","734","736","69","25","9534","0","283","0","37","27708","16"
"新北市瑞芳區","石山里","71","50356","2855","230","36919","1297","2261","27","93","5581","0","303","867","0","51943","1600"
"新北市瑞芳區","新山里","77","39514","256","574","32998","782","178","90","33","4326","0","231","0","45","48020","41"
"新北市瑞芳區","銅山里","34","18984","372","1","15577","527","275","0","6","2167","0","59","0","0","22214","5"
"新北市瑞芳區","龍興里","609","417169","11569","13471","286759","14967","12042","243","664","55235","0","16238","0","5979","406353","209"
"新北市瑞芳區","濓洞里","117","65498","1324","1613","49358","1701","790","43","172","9444","190","601","226","36","73429","585"
"新北市瑞芳區","吉慶里","527","273144","7048","5350","220752","6145","1382","177","519","27185","0","3563","0","1024","341447","204"
"新北市瑞芳區","傑魚里","539","272470","9191","6586","209070","5843","4817","339","579","30241","0","4370","0","1434","329767","2"
"新北市瑞芳區","上天里","349","165817","3409","3487","128702","3187","2161","218","320","19826","0","2612","0","1895","206164","7"
"新北市瑞芳區","猴硐里","81","43141","848","4209","33010","805","836","38","128","2934","0","304","0","29","52209","0"
"新北市瑞芳區","光復里","51","23284","181","80","19899","891","412","0","38","1657","0","126","0","0","30956","14"
"新北市瑞芳區","弓橋里","77","41952","935","909","31384","879","1067","0","59","5810","0","750","0","157","47058","130"
"新北市瑞芳區","碩仁里","27","17571","171","132","12396","307","409","115","44","3952","0","46","0","0","17196","9"
"新北市瑞芳區","海濱里","271","151595","8088","3945","115329","2929","1600","234","223","15461","0","3263","0","523","172340","7"
"新北市瑞芳區","深澳里","255","161773","3348","3286","96109","5863","5482","3933","183","42392","0","1148","26","1","150071","399"
"新北市瑞芳區","鼻頭里","150","95957","6424","5074","52914","2404","772","141","152","26696","0","1206","0","175","82101","0"
"新北市瑞芳區","南雅里","57","22138","919","518","16966","1049","455","256","29","1520","0","427","0","0","27546","49"
"新北市瑞芳區","吉安里","845","454997","8452","14619","368888","10761","2083","157","1080","41512","0","6452","0","991","559874","45"
"新北市瑞芳區","濓新里","57","21468","113","652","14942","979","65","285","45","4246","0","140","0","0","25796","0"
"新北市瑞芳區","瑞濱里","456","232265","7553","5428","185850","5261","5474","124","474","18115","474","3057","77","378","287203","715"
"新北市瑞芳區","東和里","430","211599","4329","4341","170724","5999","1434","191","321","18768","0","1866","0","3626","267945","82"
"新北市瑞芳區","新峰里","999","557306","13571","9034","465806","11792","2221","262","622","44377","792","5357","0","3473","702624","261"
"新北市瑞芳區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市瑞芳區","合計","9495","5252883","132390","118693","4062397","144356","83123","8154","8844","579032","3900","77017","1562","33414","6152265","7022"
"新北市平溪區","薯榔里","82","37178","131","1154","29779","526","338","25","47","5010","0","169","0","0","48265","21"
"新北市平溪區","白石里","55","24418","2123","361","18040","609","144","0","49","2909","0","85","2","96","30622","188"
"新北市平溪區","菁桐里","58","25862","1317","120","18276","1298","388","0","64","3986","0","133","0","280","31209","46"
"新北市平溪區","平溪里","54","25546","2302","787","16504","1246","1794","50","11","2645","0","208","0","0","27431","0"
"新北市平溪區","石底里","95","63405","500","194","45803","1443","242","0","74","14107","566","449","0","28","66971","0"
"新北市平溪區","嶺腳里","134","65034","2266","2155","48905","2413","2283","65","122","5365","106","1175","0","179","78410","5"
"新北市平溪區","東勢里","64","43592","288","1006","32216","1414","1240","120","65","7107","0","135","0","0","44414","5"
"新北市平溪區","平湖里","29","16623","348","0","12432","2335","699","0","4","716","0","89","0","0","18216","1"
"新北市平溪區","南山里","71","38218","2633","1098","26155","1371","1568","0","174","5011","0","208","0","0","40939","1"
"新北市平溪區","新寮里","23","12710","760","7","9316","249","1000","260","28","1037","0","54","0","0","13567","105"
"新北市平溪區","十分里","152","96320","3947","1034","68082","3613","3099","339","76","14483","0","1543","0","103","100429","48"
"新北市平溪區","望古里","32","18115","1824","105","10595","706","1222","0","102","3197","0","135","0","228","16102","0"
"新北市平溪區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市平溪區","合計","849","467021","18438","8021","336102","17223","14015","860","816","65573","672","4385","2","915","516575","420"
"新北市雙溪區","雙溪里","103","50874","1053","927","36789","3625","901","17","63","6589","0","595","0","316","57042","0"
"新北市雙溪區","共和里","88","39909","370","54","30775","3169","134","9","66","4705","0","297","0","330","49815","0"
"新北市雙溪區","新基里","155","97243","3212","1260","68533","4134","5687","297","162","12945","0","930","0","83","102239","58"
"新北市雙溪區","魚行里","157","84549","2387","177","65138","3530","2523","3","55","10151","0","398","0","188","97353","0"
"新北市雙溪區","三港里","74","54766","2395","286","39654","1853","573","94","8","7139","0","2729","0","35","56406","16"
"新北市雙溪區","牡丹里","325","165774","6389","1125","131195","6223","2632","285","107","15571","0","2209","0","39","198990","38"
"新北市雙溪區","三貂里","76","38737","2184","115","28241","1473","1365","149","58","4722","0","168","0","262","42584","60"
"新北市雙溪區","平林里","228","133212","6799","1427","104599","3952","2335","26","268","12345","0","1307","0","154","156290","140"
"新北市雙溪區","上林里","130","74158","1197","393","56909","2789","2961","437","57","8594","0","821","0","0","85520","3"
"新北市雙溪區","外柑里","82","42634","1231","186","32307","1565","555","32","91","6524","0","135","0","7","51297","4"
"新北市雙溪區","長源里","71","44492","515","7","34243","1224","1864","0","70","5489","18","762","0","299","48473","13"
"新北市雙溪區","泰平里","330","228147","5668","5472","162127","6327","5834","1015","242","38379","9","2819","0","254","240049","88"
"新北市雙溪區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市雙溪區","合計","1819","1054494","33399","11429","790509","39861","27364","2363","1248","133153","27","13172","0","1968","1186058","420"
"新北市貢寮區","貢寮里","171","88554","1874","2717","67785","3158","1538","747","194","9894","0","536","33","78","107405","399"
"新北市貢寮區","雙玉里","140","101137","463","362","76524","2530","3570","109","183","16676","0","635","0","85","110951","0"
"新北市貢寮區","龍崗里","95","46902","2952","1877","31083","1102","994","196","25","8325","0","325","0","21","50932","10"
"新北市貢寮區","吉林里","110","73240","3123","210","38494","1780","3588","168","53","24421","0","764","0","638","61774","0"
"新北市貢寮區","龍門里","129","74080","2176","801","50923","1773","1512","0","76","16088","0","691","0","41","77174","35"
"新北市貢寮區","福隆里","351","196670","9357","6012","133905","7650","4661","201","410","29944","0","3627","0","905","203526","52"
"新北市貢寮區","福連里","159","82004","2885","2470","57475","3053","2313","108","148","12339","0","1079","0","134","89810","6"
"新北市貢寮區","仁里里","427","266378","8223","6557","185520","8041","2777","935","317","48845","0","4838","0","324","278384","96"
"新北市貢寮區","真理里","389","234116","8973","8357","144229","6138","6744","417","295","55870","0","2764","196","133","226700","558"
"新北市貢寮區","美豐里","129","65922","2418","4220","48208","905","654","53","117","8550","0","797","0","0","77505","0"
"新北市貢寮區","和美里","199","123582","2907","824","79936","3765","3719","583","128","29786","0","1742","0","193","123327","45"
"新北市貢寮區","其他","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"新北市貢寮區","合計","2299","1352585","45352","34407","914083","39894","32068","3519","1946","260739","0","17798","229","2551","1407487","1201"
"新北市金山區","和平里","117","67599","894","3458","48939","2652","1707","220","240","8807","3","665","0","14","71625","33"
"新北市金山區","大同里","176","96743","7003","3521","69748","3018","3058","32","85","9329","0","581","189","180","106888","480"
"新北市金山區","豐漁里","102","46416","1032","486","32571","3206","1336","0","96","7139","0","466","0","82","50739","23"
"新北市金山區","磺港里","379","184577","2427","6355","132187","5021","6204","476","415","29630","0","1840","0","22","212845","29"
"新北市金山區","美田里","1189","696699","33053","12363","538434","21085","12883","973","1129","66863","0","8774","0","1141","807160","330"
"新北市金山區","五湖里","465","292420","5861","8159","222082","9399","5326","137","555","37338","29","3163","0","371","325478","5"
"新北市金山區","重和里","334","246038","3588","6878","156748","8024","6189","758","372","55199","2534","3457","0","2292","220534","134"
"新北市金山區","兩湖里","90","44342","3028","680","34031","1472","296","108","32","3914","0","781","0","0","53257","2"
"新北市金山區","六股里","161","85115","2447","4013","60191","2567","3377","118","101","11654","0","528","0","121","94000","2"
"新北市金山區","三界里","139","78301","2802","2030","54723","2996","3579","270","92","10775","0","625","0","410","84482","90"
"新北市金山區","清泉里","186","122808","1730","3185","82662","3368","2550","0","107","26020","0","2587","0","599","120799","47"
"新北市金山區","西湖里","44","33586","3237","1749","18560","695","2661","747","0","4655","0","122","45","1113","27853","280"
"新北市金山區","萬壽里","89","40943","775","1684","32581","1597","260","391","113","3261","0","281","0","0","52364","3"
"新北市金山區","永興里","118","65151","2019","1583","47079","2545","1324","170","126","9905","0","348","0","53","71867","10"
"新北市金山區","金美里","1447","787700","31843","19277","578617","24682","19960","809","1486","91556","105","8475","0","10890","891741","215"
"新北市金山區","其他","7","4301","50","11","2920","24","1286","0","0","2","0","7","0","0","4576","0"
"新北市金山區","合計","5043","2892738","101789","75432","2112072","92352","71996","5208","4949","376045","2671","32700","234","17289","3196207","1684"
"新北市萬里區","萬里里","1224","689384","26353","23918","506366","21043","13709","312","1227","85819","6","8948","0","1681","781964","474"
"新北市萬里區","龜吼里","584","362223","6819","15023","241161","14347","12342","1947","1202","60841","155","6172","12","2203","360603","675"
"新北市萬里區","野柳里","686","371538","14056","11638","272588","13720","9035","593","1104","41847","0","5371","256","1330","413293","1408"
"新北市萬里區","大鵬里","713","403816","18262","12591","285858","11810","8688","155","495","59126","121","4543","956","1213","445559","1675"
"新北市萬里區","磺潭里","147","87618","4287","2082","53453","3443","2482","90","67","15613","0","3128","0","2974","84463","0"
"新北市萬里區","雙興里","202","143845","5121","2410","94975","5061","6150","388","165","26691","30","1137","0","1718","140419","52"
"新北市萬里區","溪底里","123","75239","2311","1219","48750","2897","1477","312","40","16291","0","1931","0","9","77822","70"
"新北市萬里區","崁脚里","100","57577","3576","891","39596","1543","1828","114","29","8713","0","1286","0","0","59869","141"
"新北市萬里區","中幅里","280","144928","6211","7496","105629","3014","2111","159","136","18722","0","1365","0","85","167178","100"
"新北市萬里區","北基里","619","291707","8424","9315","222004","8448","2928","424","450","34523","0","4202","163","827","351234","951"
"新北市萬里區","其他","3","1398","0","17","1290","0","82","0","0","0","0","9","0","0","1911","0"
"新北市萬里區","合計","4681","2629273","95420","86599","1871670","85326","60831","4494","4915","368186","311","38094","1386","12040","2884314","5545"
"新北市淡水區","草東里","249","199043","10368","2824","91309","9028","30345","553","276","45170","0","6304","0","2865","129212","144"
"新北市淡水區","長庚里","473","375164","5325","8515","216523","17902","42278","618","807","72177","0","10011","201","808","308150","703"
"新北市淡水區","清文里","305","202856","5416","7682","120722","8400","14051","808","316","43488","0","1559","0","414","176247","54"
"新北市淡水區","鄧公里","2196","2076459","14868","38254","1588610","72107","39618","2166","3964","257785","2439","50275","644","5730","2084853","5293"
"新北市淡水區","永吉里","256","192478","2461","6211","125716","8440","2627","896","641","42850","0","1575","860","201","178570","1661"
"新北市淡水區","協元里","401","237396","5482","8444","164433","11229","8041","156","355","36051","0","2751","270","182","244907","681"
"新北市淡水區","民安里","207","618079","55166","3076","94180","9890","10202","150","200","441965","0","2924","0","327","129437","192"
"新北市淡水區","新生里","159","102668","1072","2724","73053","4710","3778","383","135","11212","10","3259","68","2264","104468","607"
"新北市淡水區","文化里","537","376944","7253","13153","277500","13190","7509","569","1448","50661","0","4861","252","548","390010","1314"
"新北市淡水區","油車里","1730","1217935","29276","35129","832756","49194","24426","2739","6293","213259","1888","18710","728","3537","1191001","3294"
"新北市淡水區","沙崙里","1494","1080686","20243","31989","809127","26293","19699","6182","1745","136828","1868","24879","376","1457","1137532","2459"
"新北市淡水區","水碓里","1797","1191263","18498","28809","868181","57079","31563","2274","2112","160003","3869","15173","143","3559","1254532","1700"
"新北市淡水區","北投里","3856","3582747","49565","88786","2770400","103458","56317","14762","7299","418951","3949","57619","2434","9207","3670195","11254"
"新北市淡水區","崁頂里","8263","7433536","113305","247882","5537261","183490","143582","61039","13870","887749","11826","169791","4380","59360","7444193","20092"
"新北市淡水區","屯山里","293","161714","4865","2493","126437","4539","4910","474","207","15642","0","1264","262","620","194913","566"
"新北市淡水區","中和里","146","78285","3452","1576","50227","3510","1474","277","132","16727","0","342","0","568","84366","2"
"新北市淡水區","水源里","575","373238","13468","17497","239118","16582","20328","889","509","51978","52","9434","689","2695","355334","2127"
"新北市淡水區","忠寮里","300","229800","10037","4199","137716","13848","16799","371","354","43357","0","2120","0","998","204652","193"
"新北市淡水區","樹興里","478","496281","7647","34862","294402","9827","12102","2449","893","128393","68","2645","645","2349","390973","2455"
"新北市淡水區","埤島里","620","488546","9857","11260","367773","15253","10997","1902","900","63616","56","4620","77","2234","522273","623"
"新北市淡水區","興仁里","454","298041","9239","5655","199930","13686","8122","634","678","54548","27","4925","218","378","294573","842"
"新北市淡水區","義山里","667","361695","9577","8122","253438","14422","23664","336","634","42125","0","6353","0","3024","394855","164"
"新北市淡水區","蕃薯里","294","161913","4084","8161","115417","5255","4531","669","191","20600","0","915","189","1901","178681","523"
"新北市淡水區","忠山里","242","167168","10295","6091","82557","11381","18007","2051","112","33242","15","674","0","2743","127650","130"
"新北市淡水區","賢孝里","414","325503","4738","13525","164358","11119","21777","1071","324","101249","0","3121","0","4222","253782","49"
"新北市淡水區","竿蓁里","4388","4355760","44821","128200","3220862","139026","95340","21322","6852","569110","1286","84427","1433","43080","4166822","11214"
"新北市淡水區","坪頂里","435","389575","3947","12515","246294","13790","19510","2698","773","83022","0","6122","19","885","335478","1147"
"新北市淡水區","八勢里","2899","4205842","35351","103659","2517200","133489","156237","31052","5035","1123387","10849","69265","2949","17370","3119697","12706"
"新北市淡水區","竹圍里","2177","1961974","14500","56216","1475043","63593","39549","4485","2623","260243","6858","33498","1016","4349","1946446","6455"
"新北市淡水區","中興里","1114","744963","15962","19907","504245","30294","17979","1383","1408","140844","601","8655","215","3470","730441","1098"
"新北市淡水區","福德里","2652","3216996","32504","75251","2009976","88556","62669","11897","6512","811510","17571","69651","1552","29347","2591552","8081"
"新北市淡水區","民生里","2704","2274016","29032","54992","1638327","75240","51089","6107","5695","369905","1289","30742","2181","9415","2206679","9137"
"新北市淡水區","新興里","2564","1852080","30057","47875","1470408","55634","25970","6529","3777","173124","1852","31890","2050","2912","2057885","5707"
"新北市淡水區","新義里","1222","728532","15151","14738","526641","28780","31416","2236","1454","85113","89","17941","12","4960","788514","565"
"新北市淡水區","新春里","3188","2728619","45776","61743","1926307","90087","43724","11967","6861","494110","5281","37034","1856","3874","2685148","7804"
"新北市淡水區","新民里","1506","1267564","13098","36287","899380","43085","25695","3050","3449","219443","405","17656","491","5525","1225509","3209"
"新北市淡水區","正德里","1603","1179768","18969","28839","898655","32956","22566","1980","2696","150223","468","16962","907","4547","1256616","3246"
"新北市淡水區","北新里","970","798723","5640","30079","587172","27717","27875","2756","1285","98606","581","7287","395","9331","801982","2398"
"新北市淡水區","幸福里","1167","784575","16309","22014","532645","38471","38175","1467","1515","117029","2924","11065","0","2960","764631","376"
"新北市淡水區","學府里","1506","1038004","23559","22625","766504","36933","26077","4036","1687","124348","5697","20098","608","5832","1080881","2204"
"新北市淡水區","民權里","1712","1825775","16893","39319","1280344","58324","53478","6068","4064","322101","1418","35090","1974","6703","1660956","6233"
"新北市淡水區","大庄里","3885","3417481","43442","118980","2499341","118279","76874","31924","9837","441928","11322","44195","1600","19760","3313466","9454"
"新北市淡水區","其他","11","8809","0","9","1772","209","711","1518","0","4536","30","0","0","24","3052","0"
"新北市淡水區","合計","62109","54808495","830567","1510163","38602264","1768298","1391684","256894","109918","8978209","94588","947680","31693","286537","52181117","148152"
"新北市汐止區","仁德里","635","445579","3622","2983","350574","12172","7181","636","510","58127","0","5601","0","4173","493919","207"
"新北市汐止區","義民里","419","292115","5244","3721","192490","14242","10117","1163","328","54610","0","8616","67","1518","280338","509"
"新北市汐止區","禮門里","389","303794","2689","7891","218263","11041","7011","862","568","51755","0","3083","0","630","305219","426"
"新北市汐止區","智慧里","1796","1717758","15013","38213","1282248","40156","23257","10287","3354","256174","2257","29695","4217","12886","1694468","8409"
"新北市汐止區","信望里","117","124519","3107","3012","59894","3924","8524","322","94","44461","0","383","13","785","83655","274"
"新北市汐止區","橋東里","1398","1268377","17413","20993","1006049","31758","20268","5246","1977","136237","20","23127","406","4883","1349067","2904"
"新北市汐止區","茄苳里","1398","876981","15109","15412","724712","20105","13189","1572","1474","70477","310","12299","526","1795","1070070","1664"
"新北市汐止區","保安里","547","317785","12030","3893","230171","7650","12882","912","789","46079","526","2199","0","653","354152","94"
"新北市汐止區","保長里","1676","1188391","16851","19965","1002265","22868","12201","2518","2802","84822","307","20502","388","2901","1429251","1797"
"新北市汐止區","鄉長里","776","473757","7106","11698","349804","15781","9638","1465","631","64228","0","9996","33","3377","522575","686"
"新北市汐止區","江北里","2059","1318540","32226","29602","1050185","28934","19255","2575","2411","126415","285","23920","606","2127","1535413","2914"
"新北市汐止區","烘內里","489","293673","4088","8670","204430","11770","9669","599","693","48502","0","3878","257","1115","303463","953"
"新北市汐止區","拱北里","1544","826191","19293","20440","652950","18404","10147","1291","1942","87289","0","10676","107","3651","1003001","1402"
"新北市汐止區","樟樹里","702","420932","5412","7857","325577","9851","18184","859","973","46742","107","4403","37","929","482580","785"
"新北市汐止區","北峰里","1827","1353728","29779","30613","1062298","26077","27630","4615","2953","126170","1645","31515","505","9928","1495745","2665"
"新北市汐止區","北山里","2089","1577851","24838","38137","1197998","45400","38413","3082","3735","200499","372","19332","2528","3515","1671457","5875"
"新北市汐止區","八連里","299","216397","7886","4381","122001","3461","7029","555","221","19746","0","51055","49","15","183869","265"
"新北市汐止區","白雲里","1496","1363041","18368","32573","1056085","33167","30584","2086","1941","159202","0","23843","219","4974","1411203","1168"
"新北市汐止區","橫科里","1511","1132954","16810","27092","903394","33874","15254","1917","2422","107017","1411","20734","62","2967","1252449","1432"
"新北市汐止區","東山里","174","104943","3981","4894","60972","2632","9889","294","88","17566","18","523","0","4087","100688","113"
"新北市汐止區","新昌里","1876","1598643","15076","28887","1208059","47692","50563","5991","2833","203383","3904","25144","721","6390","1645365","3438"
"新北市汐止區","秀峰里","1408","1118261","14919","25522","843815","31017","19877","3494","1938","149285","268","22418","106","5603","1167409","1255"
"新北市汐止區","復興里","2752","3231857","24884","60582","2488063","89048","54747","6032","5226","403256","3921","65404","1464","29229","3148490","6353"
"新北市汐止區","長安里","507","304723","5007","12685","233245","8381","5478","272","425","34365","709","2796","193","1167","349372","660"
"新北市汐止區","福山里","1364","1666283","7954","26412","1124073","50732","35087","8614","2228","303036","4977","51829","1028","50312","1431604","5477"
"新北市汐止區","宜興里","1016","1011405","13110","34521","728686","28834","17729","1636","1526","166623","1887","12797","366","3689","952827","1983"
"新北市汐止區","中興里","2860","2191470","47913","39091","1581113","54289","80653","4629","3845","294396","11911","67530","561","5541","2229498","3244"
"新北市汐止區","湖光里","2407","2523368","26602","78667","1753771","66315","45117","9823","3279","429352","875","84698","843","24025","2316716","5760"
"新北市汐止區","厚德里","2514","1815226","24041","41848","1464946","40477","22357","6779","3644","162345","9656","31233","1040","6860","2082053","4665"
"新北市汐止區","忠孝里","3001","2354624","38460","49396","1855850","55660","28738","4416","3807","252609","3937","51220","246","10285","2546459","3234"
"新北市汐止區","文化里","1682","1620902","21402","31460","1274768","36454","18099","3472","3159","176975","1543","38583","4397","10590","1690805","8089"
"新北市汐止區","自強里","2153","2250295","23581","40428","1729820","59327","46075","3324","3737","282637","1470","50365","804","8728","2253956","3020"
"新北市汐止區","金龍里","1904","1505240","21438","34078","1184518","33676","13746","3270","2473","168407","6314","30195","331","6793","1642979","2502"
"新北市汐止區","福德里","1206","831509","16505","19299","682904","17545","11558","1395","1523","63956","0","12120","1699","3004","967824","3339"
"新北市汐止區","興福里","1169","893602","14998","20968","694362","23926","12895","2661","1905","99335","4517","15870","370","1795","971268","1578"
"新北市汐止區","康福里","2024","1674894","22750","28038","1355247","38031","14301","5569","3467","172397","485","30177","1116","3315","1851332","4570"
"新北市汐止區","忠山里","1338","1991791","12862","48840","1225924","74663","79601","12660","1980","394083","9101","63917","1955","66203","1507777","5141"
"新北市汐止區","環河里","437","290313","9318","4364","156692","9625","57890","1598","366","47578","0","1908","0","974","248190","259"
"新北市汐止區","東勢里","1922","2439467","20834","77275","1694281","63921","42853","10648","3477","439840","4450","65085","2472","14331","2144192","10521"
"新北市汐止區","山光里","1120","887634","11416","14820","741151","15558","6593","2817","1722","64266","185","23666","234","5205","1025257","1184"
"新北市汐止區","大同里","1049","852812","16931","11643","641285","24278","32839","2255","2778","95558","0","19873","273","5099","880322","1722"
"新北市汐止區","崇德里","1756","1370389","15225","28106","1083060","37400","17173","1395","2149","159517","282","23104","35","2942","1506352","677"
"新北市汐止區","湖興里","2450","2538236","34846","44580","1695429","88708","72466","5738","2689","506226","15340","51726","2113","18374","2257645","6904"
"新北市汐止區","長青里","355","538106","1380","11398","307360","17088","26087","2620","208","155728","839","10971","196","4230","378746","1904"
"新北市汐止區","福安里","2446","2784341","21216","47545","2122836","70080","55871","4071","3720","378223","5414","53137","5324","16903","2756678","10441"
